	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G162400.2.p	Glyma.10G162400.2.p	G.max Wm82.a4.v1	1.98e-81	60	235	+/+	AT1G04250.1	7	229	2	231	245.358	141	175	17	229	232
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G133000.1.p	GlysoPI483463.10G133000.1.p	G.soja v1.1	2.44e-80	60	235	+/+	AT1G04250.1	7	229	2	231	242.662	140	174	17	229	232
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.1	Medtr1g080860.1	M.truncatula Mt4.0v1	2.62e-80	57	240	+/+	AT1G04250.1	7	229	15	253	243.432	136	168	18	229	254
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0024576.1	Lj1g0024576.1	L.japonicus Lj1.0v1	1.13e-79	60	246	+/+	AT1G04250.1	5	229	14	257	241.891	147	175	23	229	258
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G124500.1.p	GlysoPI483463.02G124500.1.p	G.soja v1.1	1.91e-79	61	246	+/+	AT1G04250.1	9	229	3	246	241.121	150	175	27	229	247
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G142500.3.p	Glyma.02G142500.3.p	G.max Wm82.a4.v1	1.91e-79	61	246	+/+	AT1G04250.1	9	229	3	246	241.121	150	175	27	229	247
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0008395.1	Lj1g0008395.1	L.japonicus Lj1.0v1	1.78e-78	56	254	+/+	AT1G04250.1	7	229	11	253	238.81	143	170	42	229	254
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G187100.1.p	GlysoPI483463.20G187100.1.p	G.soja v1.1	1.80e-78	59	236	+/+	AT1G04250.1	7	229	2	227	237.654	139	169	23	229	228
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G225000.1.p	Glyma.20G225000.1.p	G.max Wm82.a4.v1	1.80e-78	59	236	+/+	AT1G04250.1	7	229	2	227	237.654	140	169	23	229	228
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g070520.1	Medtr1g070520.1	M.truncatula Mt4.0v1	2.62e-78	62	239	+/+	AT1G04250.1	11	229	19	245	238.039	147	171	32	229	246
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G029400.1.p	GlysoPI483463.10G029400.1.p	G.soja v1.1	6.13e-78	64	216	+/+	AT1G04250.1	31	229	35	248	237.269	138	164	19	229	249
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031900.1.p	Glyma.10G031900.1.p	G.max Wm82.a4.v1	6.13e-78	64	216	+/+	AT1G04250.1	31	229	35	248	237.269	138	164	19	229	249
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G247400.1.p	Glyma.03G247400.1.p	G.max Wm82.a4.v1	3.09e-77	58	237	+/+	AT1G04250.1	7	229	11	243	235.343	138	170	18	229	244
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G124900.1.p	GlysoPI483463.19G124900.1.p	G.soja v1.1	2.44e-76	59	245	+/+	AT1G04250.1	7	229	10	252	233.417	145	169	24	229	253
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G161100.1.p	Glyma.19G161100.1.p	G.max Wm82.a4.v1	2.44e-76	59	245	+/+	AT1G04250.1	7	229	10	252	233.417	145	169	24	229	253
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G205900.1.p	GlysoPI483463.03G205900.1.p	G.soja v1.1	2.53e-76	58	237	+/+	AT1G04250.1	7	229	11	243	233.032	137	169	18	229	244
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031900.3.p	Glyma.10G031900.3.p	G.max Wm82.a4.v1	5.07e-75	63	216	+/+	AT1G04250.1	31	229	35	247	229.565	137	163	20	229	248
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G123700.1.p	GlysoPI483463.03G123700.1.p	G.soja v1.1	4.36e-74	60	247	+/+	AT1G04250.1	7	229	11	254	227.639	147	171	27	229	255
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G158700.1.p	Glyma.03G158700.1.p	G.max Wm82.a4.v1	4.36e-74	60	247	+/+	AT1G04250.1	7	229	11	254	227.639	147	171	27	229	255
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.3	AT4G14550.3	A.thaliana Araport11	4.61e-74	67	203	+/+	AT1G04250.1	7	197	1	196	225.328	135	158	19	229	197
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G203200.1.p	GlysoPI483463.19G203200.1.p	G.soja v1.1	6.49e-73	53	241	+/+	AT1G04250.1	7	229	11	230	223.787	128	159	39	229	231
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G245200.1.p	Glyma.19G245200.1.p	G.max Wm82.a4.v1	6.49e-73	53	241	+/+	AT1G04250.1	7	229	11	230	223.787	128	159	39	229	231
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.2	Medtr1g080860.2	M.truncatula Mt4.0v1	2.93e-72	55	229	+/+	AT1G04250.1	7	218	15	242	222.631	127	156	18	229	244
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23050.2	AT3G23050.2	A.thaliana Araport11	4.27e-72	58	215	+/+	AT1G04250.1	1	196	1	209	221.09	124	147	25	229	211
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0019198.1	Lj5g0019198.1	L.japonicus Lj1.0v1	2.07e-71	71	155	+/+	AT1G04250.1	82	229	112	263	221.09	110	130	10	229	264
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr7g096090.1	Medtr7g096090.1	M.truncatula Mt4.0v1	5.81e-71	57	242	+/+	AT1G04250.1	7	229	11	250	219.55	138	165	21	229	251
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.3	Medtr1g093240.3	M.truncatula Mt4.0v1	3.51e-70	57	212	+/+	AT1G04250.1	7	196	8	203	216.083	120	140	38	229	205
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g030710.1	Medtr5g030710.1	M.truncatula Mt4.0v1	5.19e-68	46	289	+/+	AT1G04250.1	5	229	49	335	214.927	133	168	66	229	336
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g030710.2	Medtr5g030710.2	M.truncatula Mt4.0v1	5.19e-68	46	289	+/+	AT1G04250.1	5	229	49	335	214.927	133	168	66	229	336
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0007982.1	Lj5g0007982.1	L.japonicus Lj1.0v1	1.50e-67	53	251	+/+	AT1G04250.1	7	226	16	265	211.46	134	165	32	229	267
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr6g488150.1	Medtr6g488150.1	M.truncatula Mt4.0v1	3.53e-67	48	249	+/+	AT1G04250.1	7	228	15	253	209.92	119	159	37	229	255
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.01G076600.1.p	GlysoPI483463.01G076600.1.p	G.soja v1.1	6.99e-65	46	284	+/+	AT1G04250.1	7	228	67	349	207.223	130	170	63	229	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.3.p	Glyma.01G098000.3.p	G.max Wm82.a4.v1	6.99e-65	46	284	+/+	AT1G04250.1	7	228	67	349	207.223	130	170	63	229	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.4.p	Glyma.01G098000.4.p	G.max Wm82.a4.v1	6.99e-65	46	284	+/+	AT1G04250.1	7	228	67	349	207.223	130	170	63	229	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.5.p	Glyma.01G098000.5.p	G.max Wm82.a4.v1	6.99e-65	46	284	+/+	AT1G04250.1	7	228	67	349	207.223	130	170	63	229	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.6.p	Glyma.01G098000.6.p	G.max Wm82.a4.v1	6.99e-65	46	284	+/+	AT1G04250.1	7	228	67	349	207.223	130	170	63	229	351
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G65670.2	AT5G65670.2	A.thaliana Araport11	1.11e-64	47	277	+/+	AT1G04250.1	7	229	61	336	206.453	130	161	55	229	337
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G273500.1.p	Glyma.08G273500.1.p	G.max Wm82.a4.v1	5.56e-64	45	283	+/+	AT1G04250.1	7	228	68	349	204.912	126	167	62	229	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G273500.2.p	Glyma.08G273500.2.p	G.max Wm82.a4.v1	5.56e-64	45	283	+/+	AT1G04250.1	7	228	68	349	204.912	126	167	62	229	351
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g067530.1	Medtr8g067530.1	M.truncatula Mt4.0v1	1.02e-63	45	282	+/+	AT1G04250.1	7	229	75	356	204.527	126	166	59	229	357
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0007769.1	Lj2g0007769.1	L.japonicus Lj1.0v1	1.08e-63	45	283	+/+	AT1G04250.1	7	229	66	347	204.142	127	166	61	229	348
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G243300.1.p	GlysoPI483463.08G243300.1.p	G.soja v1.1	2.37e-63	44	283	+/+	AT1G04250.1	7	228	68	349	203.371	125	166	62	229	351
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G29080.1	AT4G29080.1	A.thaliana Araport11	2.53e-63	46	271	+/+	AT1G04250.1	7	228	38	304	201.83	126	157	53	229	306
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G65670.1	AT5G65670.1	A.thaliana Araport11	7.47e-63	47	279	+/+	AT1G04250.1	7	229	61	338	201.83	130	161	57	229	339
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj4g0021637.1	Lj4g0021637.1	L.japonicus Lj1.0v1	8.30e-63	45	282	+/+	AT1G04250.1	4	228	21	302	200.29	127	160	57	229	304
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G193000.1.p	Glyma.09G193000.1.p	G.max Wm82.a4.v1	1.22e-62	46	278	+/+	AT1G04250.1	7	228	30	306	200.29	127	161	57	229	308
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0018097.2	Lj2g0018097.2	L.japonicus Lj1.0v1	3.19e-62	44	277	+/+	AT1G04250.1	7	228	33	307	199.134	123	160	57	229	309
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.09G151700.1.p	GlysoPI483463.09G151700.1.p	G.soja v1.1	3.31e-62	46	278	+/+	AT1G04250.1	7	228	30	306	199.134	127	160	57	229	308
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.4.p	Glyma.06G091700.4.p	G.max Wm82.a4.v1	1.05e-61	43	297	+/+	AT1G04250.1	7	229	66	361	199.519	128	168	75	229	362
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.3.p	Glyma.06G091700.3.p	G.max Wm82.a4.v1	1.05e-61	43	297	+/+	AT1G04250.1	7	229	66	361	199.519	128	168	75	229	362
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/LjContig00408g0010987.2	LjContig00408g0010987.2	L.japonicus Lj1.0v1	1.11e-61	45	283	+/+	AT1G04250.1	7	229	69	351	199.134	128	163	60	229	352
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.06G083600.1.p	GlysoPI483463.06G083600.1.p	G.soja v1.1	1.22e-61	43	297	+/+	AT1G04250.1	7	229	66	361	199.134	128	168	75	229	362
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g103030.1	Medtr8g103030.1	M.truncatula Mt4.0v1	3.70e-61	46	272	+/+	AT1G04250.1	4	228	21	292	196.052	124	162	47	229	294
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.05G229300.1.p	Glyma.05G229300.1.p	G.max Wm82.a4.v1	4.64e-61	45	265	+/+	AT1G04250.1	7	228	22	286	195.667	119	152	43	229	288
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G033800.1.p	GlysoPI483463.08G033800.1.p	G.soja v1.1	8.99e-61	44	273	+/+	AT1G04250.1	7	228	84	356	196.823	120	153	51	229	358
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.1.p	Glyma.08G036400.1.p	G.max Wm82.a4.v1	8.99e-61	44	273	+/+	AT1G04250.1	7	228	84	356	196.823	120	153	51	229	358
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.01G018200.1.p	GlysoPI483463.01G018200.1.p	G.soja v1.1	1.00e-60	43	290	+/+	AT1G04250.1	7	229	71	359	196.823	125	164	68	229	360
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G019400.2.p	Glyma.01G019400.2.p	G.max Wm82.a4.v1	1.00e-60	43	290	+/+	AT1G04250.1	7	229	71	359	196.823	125	164	68	229	360
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g067350.1	Medtr5g067350.1	M.truncatula Mt4.0v1	4.74e-60	60	156	+/+	AT1G04250.1	82	228	196	346	194.897	94	117	14	229	348
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.05G196100.1.p	GlysoPI483463.05G196100.1.p	G.soja v1.1	6.18e-60	45	265	+/+	AT1G04250.1	7	228	22	286	192.586	118	151	43	229	288
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G180600.1.p	GlysoPI483463.02G180600.1.p	G.soja v1.1	1.26e-59	62	156	+/+	AT1G04250.1	82	228	213	365	194.126	97	118	12	229	367
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G218100.3.p	Glyma.02G218100.3.p	G.max Wm82.a4.v1	1.26e-59	62	156	+/+	AT1G04250.1	82	228	213	365	194.126	97	118	12	229	367
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G218100.1.p	Glyma.02G218100.1.p	G.max Wm82.a4.v1	1.26e-59	62	156	+/+	AT1G04250.1	82	228	213	365	194.126	97	118	12	229	367
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.09G161100.1.p	GlysoPI483463.09G161100.1.p	G.soja v1.1	2.15e-59	43	289	+/+	AT1G04250.1	7	228	66	353	193.356	125	162	68	229	355
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.1.p	Glyma.09G203300.1.p	G.max Wm82.a4.v1	2.15e-59	43	289	+/+	AT1G04250.1	7	228	66	353	193.356	125	162	68	229	355
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G089900.2.p	Glyma.04G089900.2.p	G.max Wm82.a4.v1	2.24e-59	44	296	+/+	AT1G04250.1	7	229	66	360	193.356	130	163	74	229	361
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G089900.1.p	Glyma.04G089900.1.p	G.max Wm82.a4.v1	2.24e-59	44	296	+/+	AT1G04250.1	7	229	66	360	193.356	130	163	74	229	361
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.04G082100.1.p	GlysoPI483463.04G082100.1.p	G.soja v1.1	2.72e-59	44	295	+/+	AT1G04250.1	7	228	66	359	193.356	130	163	74	229	361
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.14G146400.1.p	GlysoPI483463.14G146400.1.p	G.soja v1.1	2.03e-58	60	155	+/+	AT1G04250.1	82	228	214	366	191.045	93	115	10	229	368
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.14G185400.1.p	Glyma.14G185400.1.p	G.max Wm82.a4.v1	2.03e-58	60	155	+/+	AT1G04250.1	82	228	214	366	191.045	93	115	10	229	368
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G011800.1.p	GlysoPI483463.15G011800.1.p	G.soja v1.1	1.20e-57	47	223	+/+	AT1G04250.1	4	225	7	185	183.341	104	128	45	229	190
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G012700.1.p	Glyma.15G012700.1.p	G.max Wm82.a4.v1	1.20e-57	47	223	+/+	AT1G04250.1	4	225	7	185	183.341	104	128	45	229	190
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G308700.1.p	GlysoPI483463.13G308700.1.p	G.soja v1.1	1.77e-57	46	224	+/+	AT1G04250.1	4	225	7	179	182.956	103	129	53	229	184
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G011800.2.p	GlysoPI483463.15G011800.2.p	G.soja v1.1	2.16e-57	47	223	+/+	AT1G04250.1	4	225	7	184	182.956	105	129	46	229	189
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G012700.3.p	Glyma.15G012700.3.p	G.max Wm82.a4.v1	2.16e-57	47	223	+/+	AT1G04250.1	4	225	7	184	182.956	105	129	46	229	189
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g101500.1	Medtr2g101500.1	M.truncatula Mt4.0v1	2.26e-57	51	217	+/+	AT1G04250.1	20	228	115	325	187.193	111	143	14	229	327
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G361200.1.p	Glyma.13G361200.1.p	G.max Wm82.a4.v1	2.73e-57	46	224	+/+	AT1G04250.1	4	225	7	179	182.185	103	129	53	229	184
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G016300.1.p	GlysoPI483463.15G016300.1.p	G.soja v1.1	8.56e-57	42	285	+/+	AT1G04250.1	7	228	35	318	185.652	121	161	64	229	320
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G017500.1.p	Glyma.15G017500.1.p	G.max Wm82.a4.v1	8.56e-57	42	285	+/+	AT1G04250.1	7	228	35	318	185.652	121	161	64	229	320
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G356600.1.p	Glyma.13G356600.1.p	G.max Wm82.a4.v1	5.70e-56	43	285	+/+	AT1G04250.1	4	228	23	306	182.956	122	158	61	229	308
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.3	AT2G22670.3	A.thaliana Araport11	6.37e-56	49	222	+/+	AT1G04250.1	27	228	103	318	183.341	109	142	26	229	322
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.1	AT2G22670.1	A.thaliana Araport11	6.37e-56	49	222	+/+	AT1G04250.1	27	228	103	318	183.341	109	142	26	229	322
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.4	AT2G22670.4	A.thaliana Araport11	7.89e-56	49	222	+/+	AT1G04250.1	27	228	120	335	183.726	109	142	26	229	339
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G304400.1.p	GlysoPI483463.13G304400.1.p	G.soja v1.1	1.95e-55	42	285	+/+	AT1G04250.1	4	228	23	306	181.8	121	158	61	229	308
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.2.p	Glyma.09G203300.2.p	G.max Wm82.a4.v1	7.36e-54	42	281	+/+	AT1G04250.1	7	220	66	345	178.718	117	154	68	229	348
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G361200.5.p	Glyma.13G361200.5.p	G.max Wm82.a4.v1	7.70e-54	46	216	+/+	AT1G04250.1	4	218	7	171	174.866	99	124	52	229	218
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031900.2.p	Glyma.10G031900.2.p	G.max Wm82.a4.v1	2.48e-53	61	179	+/+	AT1G04250.1	31	192	35	211	173.711	110	129	19	229	223
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.5	AT2G22670.5	A.thaliana Araport11	1.00e-52	48	222	+/+	AT1G04250.1	27	228	103	316	175.252	107	140	28	229	320
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04550.1	AT1G04550.1	A.thaliana Araport11	3.63e-113	100	173	+/+	AT1G04550.1	1	173	1	173	321.242	173	173	0	173	174
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04550.2	AT1G04550.2	A.thaliana Araport11	1.28e-104	99	167	+/+	AT1G04550.1	1	167	1	167	301.982	165	165	0	173	240
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.1	AT2G33310.1	A.thaliana Araport11	3.99e-63	71	143	+/+	AT1G04550.1	38	173	44	184	197.208	101	117	9	173	247
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.3	AT2G33310.3	A.thaliana Araport11	3.99e-63	71	143	+/+	AT1G04550.1	38	173	44	184	197.208	101	117	9	173	247
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.2	AT2G33310.2	A.thaliana Araport11	2.31e-61	70	144	+/+	AT1G04550.1	38	173	44	185	192.586	101	117	10	173	248
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g069495.1	Medtr1g069495.1	M.truncatula Mt4.0v1	1.43e-22	45	137	+/+	AT1G04550.1	37	159	49	180	93.5893	62	83	19	173	273
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0014958.1	Lj5g0014958.1	L.japonicus Lj1.0v1	1.51e-21	42	143	+/+	AT1G04550.1	37	159	47	184	90.8929	60	79	25	173	277
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.1	AT4G28640.1	A.thaliana Araport11	1.01e-19	46	112	+/+	AT1G04550.1	49	160	74	172	85.5001	52	68	13	173	247
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.3	AT4G28640.3	A.thaliana Araport11	1.31e-19	46	112	+/+	AT1G04550.1	49	160	74	172	85.1149	52	68	13	173	251
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G127000.3.p	Glyma.13G127000.3.p	G.max Wm82.a4.v1	1.81e-19	39	152	+/+	AT1G04550.1	37	159	143	289	86.6557	59	75	34	173	381
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.2	AT4G28640.2	A.thaliana Araport11	2.24e-19	46	112	+/+	AT1G04550.1	49	160	74	172	85.5001	52	68	13	173	303
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G095100.1.p	GlysoPI483463.13G095100.1.p	G.soja v1.1	4.87e-19	38	152	+/+	AT1G04550.1	37	159	54	200	84.3445	58	74	34	173	292
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G037300.1.p	GlysoPI483463.10G037300.1.p	G.soja v1.1	1.11e-18	38	154	+/+	AT1G04550.1	37	159	47	195	83.1889	59	73	36	173	287
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G040400.3.p	Glyma.10G040400.3.p	G.max Wm82.a4.v1	2.52e-18	38	155	+/+	AT1G04550.1	37	159	133	282	83.1889	59	73	37	173	374
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G131600.2.p	GlysoPI483463.03G131600.2.p	G.soja v1.1	2.71e-18	45	105	+/+	AT1G04550.1	67	159	49	152	81.6481	47	61	13	173	245
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G131600.1.p	GlysoPI483463.03G131600.1.p	G.soja v1.1	2.87e-18	45	105	+/+	AT1G04550.1	67	159	49	152	81.6481	47	61	13	173	246
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G167400.2.p	Glyma.03G167400.2.p	G.max Wm82.a4.v1	4.96e-18	45	105	+/+	AT1G04550.1	67	159	49	152	80.8777	47	61	13	173	245
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G167400.1.p	Glyma.03G167400.1.p	G.max Wm82.a4.v1	5.15e-18	45	105	+/+	AT1G04550.1	67	159	49	152	80.8777	47	61	13	173	246
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G167400.9.p	Glyma.03G167400.9.p	G.max Wm82.a4.v1	8.28e-18	45	105	+/+	AT1G04550.1	67	159	49	152	80.8777	47	61	13	173	282
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.3.p	Glyma.19G168500.3.p	G.max Wm82.a4.v1	2.40e-17	46	103	+/+	AT1G04550.1	68	159	73	174	78.9518	47	59	12	173	235
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.10.p	Glyma.19G168500.10.p	G.max Wm82.a4.v1	2.47e-17	46	103	+/+	AT1G04550.1	68	159	73	174	78.9518	47	59	12	173	236
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.6.p	GlysoPI483463.19G132200.6.p	G.soja v1.1	2.83e-17	46	103	+/+	AT1G04550.1	68	159	73	174	78.9518	47	59	12	173	246
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.7.p	GlysoPI483463.19G132200.7.p	G.soja v1.1	3.19e-17	46	103	+/+	AT1G04550.1	68	159	73	174	78.5666	47	59	12	173	247
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.3.p	GlysoPI483463.19G132200.3.p	G.soja v1.1	3.38e-17	46	103	+/+	AT1G04550.1	68	159	35	136	77.7962	47	59	12	173	209
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.4.p	GlysoPI483463.19G132200.4.p	G.soja v1.1	3.39e-17	46	103	+/+	AT1G04550.1	68	159	35	136	77.7962	47	59	12	173	208
